ds,unique_id,y
2005-03-15,NUM. OF PROVIDERS,-0.008426040012757038
2005-03-15,OT,-0.4811093038749435
2005-03-22,% WEIGHTED ILI,1.1147303725074844
2005-03-22,%UNWEIGHTED ILI,0.7456444282251017
2005-03-22,AGE 0-4,0.01105743154401193
2005-03-22,AGE 5-24,-0.16187376032853046
2005-03-22,ILITOTAL,-0.09583772545160003
2005-03-22,NUM. OF PROVIDERS,-0.0712421533202419
2005-03-22,OT,-0.6980035051390171
2005-03-29,% WEIGHTED ILI,1.2561231339265349
2005-03-29,%UNWEIGHTED ILI,1.1663689983170746
2005-03-29,AGE 0-4,0.002604935814175487
2005-03-29,AGE 5-24,-0.2789537302864584
2005-03-29,ILITOTAL,-0.06640359312532915
2005-03-29,NUM. OF PROVIDERS,-0.09961072062039636
2005-03-29,OT,-0.8915418192538529
2005-04-05,% WEIGHTED ILI,0.7240758558771091
2005-04-05,%UNWEIGHTED ILI,0.6209328412167773
2005-04-05,AGE 0-4,-0.11760833678794283
2005-04-05,AGE 5-24,-0.3248905394248808
2005-04-05,ILITOTAL,-0.12227290844651505
2005-04-05,NUM. OF PROVIDERS,-0.006399713777031719
2005-04-05,OT,-0.6545171508847294
2005-04-12,% WEIGHTED ILI,0.4164977313247469
2005-04-12,%UNWEIGHTED ILI,0.2533147450184069
2005-04-12,AGE 0-4,-0.1880458012032465
2005-04-12,AGE 5-24,-0.19414731341552466
2005-04-12,ILITOTAL,-0.17303290268465013
2005-04-12,NUM. OF PROVIDERS,0.03412681093747465
2005-04-12,OT,-0.4366701832661399
2005-04-19,% WEIGHTED ILI,0.5037116535180179
2005-04-19,%UNWEIGHTED ILI,0.3026154866532734
2005-04-19,AGE 0-4,-0.1988462124135931
2005-04-19,AGE 5-24,-0.14020100935040292
2005-04-19,ILITOTAL,-0.17569863542363318
2005-04-19,NUM. OF PROVIDERS,-0.050978890962988715
2005-04-19,OT,-0.489190335936871
2005-04-26,% WEIGHTED ILI,0.552767448565653
2005-04-26,%UNWEIGHTED ILI,0.4364938488510203
2005-04-26,AGE 0-4,-0.013830472549395376
2005-04-26,AGE 5-24,-0.023356612772672054
2005-04-26,ILITOTAL,-0.03619195541685486
2005-04-26,NUM. OF PROVIDERS,0.0179162010516721
2005-04-26,OT,-0.3572759007150455
2005-05-03,% WEIGHTED ILI,0.641308964083308
2005-05-03,%UNWEIGHTED ILI,0.5315763331143868
2005-05-03,AGE 0-4,-0.028387548528558137
2005-05-03,AGE 5-24,0.09607909098722624
2005-05-03,ILITOTAL,0.012346594872127716
2005-05-03,NUM. OF PROVIDERS,-0.004373387541306401
2005-05-03,OT,-0.3598588590431143
2005-05-10,% WEIGHTED ILI,0.7406911342927117
2005-05-10,%UNWEIGHTED ILI,0.6798000468170979
2005-05-10,AGE 0-4,0.03829325111792936
2005-05-10,AGE 5-24,0.19973137827392295
2005-05-10,ILITOTAL,0.10964583984500813
2005-05-10,NUM. OF PROVIDERS,-0.02261032366283426
2005-05-10,OT,-0.3292872964291704
2005-05-17,% WEIGHTED ILI,1.1314841115765506
2005-05-17,%UNWEIGHTED ILI,0.9422913060326964
2005-05-17,AGE 0-4,-0.022752551375333843
2005-05-17,AGE 5-24,0.29066270302997965
2005-05-17,ILITOTAL,0.19839252561365134
2005-05-17,NUM. OF PROVIDERS,-0.06921582708451658
2005-05-17,OT,-0.40194665718068107
2005-05-24,% WEIGHTED ILI,1.1274687526261136
2005-05-24,%UNWEIGHTED ILI,1.0936690855114837
2005-05-24,AGE 0-4,0.037823668021827336
2005-05-24,AGE 5-24,0.3625125839900763
2005-05-24,ILITOTAL,0.2733662588975489
2005-05-24,NUM. OF PROVIDERS,-0.06921582708451658
2005-05-24,OT,-0.4055916440598847
2005-05-31,% WEIGHTED ILI,1.1328198496452562
2005-05-31,%UNWEIGHTED ILI,0.9811306283992548
2005-05-31,AGE 0-4,-0.04388379069992495
2005-05-31,AGE 5-24,0.2974943310556938
2005-05-31,ILITOTAL,0.2113879727161936
2005-05-31,NUM. OF PROVIDERS,-0.09555806814894573
2005-05-31,OT,-0.4115704714588661
2005-06-07,% WEIGHTED ILI,1.093415576618449
2005-06-07,%UNWEIGHTED ILI,0.9276070879567492
2005-06-07,AGE 0-4,-0.05092753714145532
2005-06-07,AGE 5-24,0.3205805223150035
2005-06-07,ILITOTAL,0.20228005252466824
2005-06-07,NUM. OF PROVIDERS,-0.13203194039200145
2005-06-07,OT,-0.3857583701296377
2005-06-14,% WEIGHTED ILI,0.7364314330126331
2005-06-14,%UNWEIGHTED ILI,0.6624917850376381
2005-06-14,AGE 0-4,-0.16080998162932908
2005-06-14,AGE 5-24,0.09631466436742328
2005-06-14,ILITOTAL,-0.013088938345668646
2005-06-14,NUM. OF PROVIDERS,-0.16445316016360653
2005-06-14,OT,-0.5098540025614209
2005-06-21,% WEIGHTED ILI,0.5561393727147017
2005-06-21,%UNWEIGHTED ILI,0.4085503900745437
2005-06-21,AGE 0-4,-0.3650786284337098
2005-06-21,AGE 5-24,-0.008515489820258655
2005-06-21,ILITOTAL,-0.1528177627473622
2005-06-21,NUM. OF PROVIDERS,-0.21308498982101415
2005-06-21,OT,-0.5411772890881021
2005-06-28,% WEIGHTED ILI,0.4652928945540976
2005-06-28,%UNWEIGHTED ILI,0.2662177413750823
2005-06-28,AGE 0-4,-0.4580560814619107
2005-06-28,AGE 5-24,-0.08295667796252268
2005-06-28,ILITOTAL,-0.23623298303803936
2005-06-28,NUM. OF PROVIDERS,-0.3184539540787307
2005-06-28,OT,-0.5726404312264556
2005-07-05,% WEIGHTED ILI,0.10075042821804674
2005-07-05,%UNWEIGHTED ILI,-0.060301921983506875
2005-07-05,AGE 0-4,-0.5801476864484371
2005-07-05,AGE 5-24,-0.2556319656469516
2005-07-05,ILITOTAL,-0.4111716940338004
2005-07-05,NUM. OF PROVIDERS,-0.3832963936219409
2005-07-05,OT,-0.6292076556599475
2005-07-12,% WEIGHTED ILI,-0.23676777645968586
2005-07-12,%UNWEIGHTED ILI,-0.30595411928716154
2005-07-12,AGE 0-4,-0.7003609590505554
2005-07-12,AGE 5-24,-0.4078123692542381
2005-07-12,ILITOTAL,-0.543458681205833
2005-07-12,NUM. OF PROVIDERS,-0.4765074004653056
2005-07-12,OT,-0.6943366658204896
2005-07-19,% WEIGHTED ILI,-0.35662583389302344
2005-07-19,%UNWEIGHTED ILI,-0.4931909330851402
2005-07-19,AGE 0-4,-0.8046084063852049
2005-07-19,AGE 5-24,-0.5338441276596535
2005-07-19,ILITOTAL,-0.6541976620710861
2005-07-19,NUM. OF PROVIDERS,-0.5616131023657689
2005-07-19,OT,-0.7997484626304557
2005-07-26,% WEIGHTED ILI,-0.4931969066738202
2005-07-26,%UNWEIGHTED ILI,-0.5822433301622892
2005-07-26,AGE 0-4,-0.8623671272057539
2005-07-26,AGE 5-24,-0.5566947455387662
2005-07-26,ILITOTAL,-0.6956275917227807
2005-07-26,NUM. OF PROVIDERS,-0.6183502369660778
2005-07-26,OT,-0.822702264896136
2005-08-02,% WEIGHTED ILI,-0.5518716447649974
2005-08-02,%UNWEIGHTED ILI,-0.6482467181920626
2005-08-02,AGE 0-4,-0.905099188951038
2005-08-02,AGE 5-24,-0.5976845136930509
2005-08-02,ILITOTAL,-0.7397232541134582
2005-08-02,NUM. OF PROVIDERS,-0.7379034848738716
2005-08-02,OT,-0.8974856827499164
2005-08-09,% WEIGHTED ILI,-0.5748968369615213
2005-08-09,%UNWEIGHTED ILI,-0.6711549672791836
2005-08-09,AGE 0-4,-0.905099188951038
2005-08-09,AGE 5-24,-0.6374964149463502
2005-08-09,ILITOTAL,-0.7606048272354919
2005-08-09,NUM. OF PROVIDERS,-0.8169302080671591
2005-08-09,OT,-0.9496693078550614
2005-08-16,% WEIGHTED ILI,-0.5882297834156103
2005-08-16,%UNWEIGHTED ILI,-0.6629291984907226
2005-08-16,AGE 0-4,-0.9191866818340988
2005-08-16,AGE 5-24,-0.653986551560143
2005-08-16,ILITOTAL,-0.7788206676185425
2005-08-16,NUM. OF PROVIDERS,-0.9020359099676224
2005-08-16,OT,-1.0373893697885093
2005-08-23,% WEIGHTED ILI,-0.6694809382912038
2005-08-23,%UNWEIGHTED ILI,-0.7111794537555403
2005-08-23,AGE 0-4,-0.9267000113717312
2005-08-23,AGE 5-24,-0.7022790945005357
2005-08-23,ILITOTAL,-0.8195841640854913
2005-08-23,NUM. OF PROVIDERS,-1.0925105761258025
2005-08-23,OT,-1.1474907000773549
2005-08-30,% WEIGHTED ILI,-0.6590239010569919
2005-08-30,%UNWEIGHTED ILI,-0.7348783915082892
2005-08-30,AGE 0-4,-0.9863370645766883
2005-08-30,AGE 5-24,-0.7501004906805344
2005-08-30,ILITOTAL,-0.8657901982278637
2005-08-30,NUM. OF PROVIDERS,-1.3640382917129952
2005-08-30,OT,-1.3259071261801472
2005-09-06,% WEIGHTED ILI,-0.7190474088077887
2005-09-06,%UNWEIGHTED ILI,-0.6430568463241554
2005-09-06,AGE 0-4,-0.90087294108612
2005-09-06,AGE 5-24,-0.734788220967727
2005-09-06,ILITOTAL,-0.8180291533210845
2005-09-06,NUM. OF PROVIDERS,-1.392406859013149
2005-09-06,OT,-1.2227854650113117
2005-09-13,% WEIGHTED ILI,-0.7768750934895431
2005-09-13,%UNWEIGHTED ILI,-0.7524759932060501
2005-09-13,AGE 0-4,-1.0135728841506058
2005-09-13,AGE 5-24,-0.7769558560229968
2005-09-13,ILITOTAL,-0.8896707206812533
2005-09-13,NUM. OF PROVIDERS,-1.4329333837276557
2005-09-13,OT,-1.4172459520656102
2005-09-20,% WEIGHTED ILI,-0.8313373698177057
2005-09-20,%UNWEIGHTED ILI,-0.8128811317054488
2005-09-20,AGE 0-4,-1.037521622051809
2005-09-20,AGE 5-24,-0.7859076444704842
2005-09-20,ILITOTAL,-0.9041101063507448
2005-09-20,NUM. OF PROVIDERS,-1.4430650149062825
2005-09-20,OT,-1.424164434355513
2005-09-27,% WEIGHTED ILI,-0.8317918465508384
2005-09-27,%UNWEIGHTED ILI,-0.7724760720032187
2005-09-27,AGE 0-4,-1.036112872763503
2005-09-27,AGE 5-24,-0.7903835386942281
2005-09-27,ILITOTAL,-0.9073312000770158
2005-09-27,NUM. OF PROVIDERS,-1.5200654118638444
2005-09-27,OT,-1.481107520745374
2005-10-04,% WEIGHTED ILI,-0.7862309612915052
2005-10-04,%UNWEIGHTED ILI,-0.7278386557182699
2005-10-04,AGE 0-4,-1.0497307825504618
2005-10-04,AGE 5-24,-0.7875566581318635
2005-10-04,ILITOTAL,-0.913551243134643
2005-10-04,NUM. OF PROVIDERS,-1.5342496955139215
2005-10-04,OT,-1.5489593448456571
2005-10-11,% WEIGHTED ILI,-0.7934203271039819
2005-10-11,%UNWEIGHTED ILI,-0.6844898012917021
2005-10-11,AGE 0-4,-0.9971374757870348
2005-10-11,AGE 5-24,-0.7618791596903863
2005-10-11,ILITOTAL,-0.8689002197566773
2005-10-11,NUM. OF PROVIDERS,-1.5099337806852178
2005-10-11,OT,-1.3914338507363817
2005-10-18,% WEIGHTED ILI,-0.8937399573847759
2005-10-18,%UNWEIGHTED ILI,-0.7046028356125317
2005-10-18,AGE 0-4,-1.0008941405558511
2005-10-18,AGE 5-24,-0.7786048696843759
2005-10-18,ILITOTAL,-0.8760088403939653
2005-10-18,NUM. OF PROVIDERS,-1.536276021749647
2005-10-18,OT,-1.402818971624062
2005-10-25,% WEIGHTED ILI,-0.9106614781868624
2005-10-25,%UNWEIGHTED ILI,-0.7536124995518096
2005-10-25,AGE 0-4,-1.0192078813038299
2005-10-25,AGE 5-24,-0.7873210847516665
2005-10-25,ILITOTAL,-0.8868939157448127
2005-10-25,NUM. OF PROVIDERS,-1.536276021749647
2005-10-25,OT,-1.4031380172381889
2005-11-01,% WEIGHTED ILI,-0.9153096837710699
2005-11-01,%UNWEIGHTED ILI,-0.7199500157235054
2005-11-01,AGE 0-4,-1.016390382727218
2005-11-01,AGE 5-24,-0.7809606034863464
2005-11-01,ILITOTAL,-0.8898928650761686
2005-11-01,NUM. OF PROVIDERS,-1.562618262814076
2005-11-01,OT,-1.4496574900706147
2005-11-08,% WEIGHTED ILI,-0.8588112213625639
2005-11-08,%UNWEIGHTED ILI,-0.7761488642994924
2005-11-08,AGE 0-4,-1.0328257910907888
2005-11-08,AGE 5-24,-0.7797827365853612
2005-11-08,ILITOTAL,-0.8960018359363381
2005-11-08,NUM. OF PROVIDERS,-1.5707235677569773
2005-11-08,OT,-1.4230543304378662
2005-11-15,% WEIGHTED ILI,-0.9101206671639228
2005-11-15,%UNWEIGHTED ILI,-0.7289204220794862
2005-11-15,AGE 0-4,-1.015451216535014
2005-11-15,AGE 5-24,-0.7724799617992529
2005-11-15,ILITOTAL,-0.8866717713498975
2005-11-15,NUM. OF PROVIDERS,-1.593013156349956
2005-11-15,OT,-1.4267299107321232
2005-11-22,% WEIGHTED ILI,-0.9189821489855776
2005-11-22,%UNWEIGHTED ILI,-0.8443774761453899
2005-11-22,AGE 0-4,-1.0652270247218285
2005-11-22,AGE 5-24,-0.7929748458763953
2005-11-22,ILITOTAL,-0.92210380233888
2005-11-22,NUM. OF PROVIDERS,-1.6598819221288914
2005-11-22,OT,-1.484035747614758
2005-11-29,% WEIGHTED ILI,-0.8969799366758183
2005-11-29,%UNWEIGHTED ILI,-0.7928132795940835
2005-11-29,AGE 0-4,-1.0680445232984408
2005-11-29,AGE 5-24,-0.7746001222210264
2005-11-29,ILITOTAL,-0.9125515933575244
2005-11-29,NUM. OF PROVIDERS,-1.6902768156647712
2005-11-29,OT,-1.4870120498506547
2005-12-06,% WEIGHTED ILI,-0.7603143848608935
2005-12-06,%UNWEIGHTED ILI,-0.6051559236926279
2005-12-06,AGE 0-4,-1.0239037122648504
2005-12-06,AGE 5-24,-0.7630570265913715
2005-12-06,ILITOTAL,-0.8860053381651517
2005-12-06,NUM. OF PROVIDERS,-1.6841978369575952
2005-12-06,OT,-1.526787859907767
2005-12-13,% WEIGHTED ILI,-0.7962970507982912
2005-12-13,%UNWEIGHTED ILI,-0.7207215888389752
2005-12-13,AGE 0-4,-1.0455045346855436
2005-12-13,AGE 5-24,-0.7595234258884159
2005-12-13,ILITOTAL,-0.8923364534202364
2005-12-13,NUM. OF PROVIDERS,-1.6923031419004964
2005-12-13,OT,-1.4598582087469472
2005-12-20,% WEIGHTED ILI,-0.7547930626854342
2005-12-20,%UNWEIGHTED ILI,-0.6664768708223257
2005-12-20,AGE 0-4,-1.0149816334389121
2005-12-20,AGE 5-24,-0.7564609719458545
2005-12-20,ILITOTAL,-0.8833396054261686
2005-12-20,NUM. OF PROVIDERS,-1.7571455814437067
2005-12-20,OT,-1.4684942927676985
2005-12-27,% WEIGHTED ILI,-0.75924986677809
2005-12-27,%UNWEIGHTED ILI,-0.7115026803309398
2005-12-27,AGE 0-4,-1.0314170418024828
2005-12-27,AGE 5-24,-0.7616435863101894
2005-12-27,ILITOTAL,-0.8893375040888805
2005-12-27,NUM. OF PROVIDERS,-1.728777014143552
2005-12-27,OT,-1.4549239279476416
2006-01-03,% WEIGHTED ILI,-0.4775182738551756
2006-01-03,%UNWEIGHTED ILI,-0.4406926812420204
2006-01-03,AGE 0-4,-0.5815564357367432
2006-01-03,AGE 5-24,-0.4820179840163051
2006-01-03,ILITOTAL,-0.5472351359193923
2006-01-03,NUM. OF PROVIDERS,0.001705591165869554
2006-01-03,OT,-0.5181360770651269
2006-01-10,% WEIGHTED ILI,-0.4821200543967518
2006-01-10,%UNWEIGHTED ILI,-0.5669769566951656
2006-01-10,AGE 0-4,-0.6548113987286589
2006-01-10,AGE 5-24,-0.5048686018954178
2006-01-10,ILITOTAL,-0.5962179749982054
2006-01-10,NUM. OF PROVIDERS,0.07870598812343164
2006-01-10,OT,-0.4751129945245031
2006-01-17,% WEIGHTED ILI,-0.41763811360443504
2006-01-17,%UNWEIGHTED ILI,-0.5038435078550284
2006-01-17,AGE 0-4,-0.5303718782616225
2006-01-17,AGE 5-24,-0.4511578712104932
2006-01-17,ILITOTAL,-0.522354963688884
2006-01-17,NUM. OF PROVIDERS,0.208390867209852
2006-01-17,OT,-0.3261449156544133
2006-01-24,% WEIGHTED ILI,-0.4257176999712378
2006-01-24,%UNWEIGHTED ILI,-0.5082053288456352
2006-01-24,AGE 0-4,-0.5120581375136435
2006-01-24,AGE 5-24,-0.4120526900977848
2006-01-24,ILITOTAL,-0.5055830618727825
2006-01-24,NUM. OF PROVIDERS,0.2489173919243584
2006-01-24,OT,-0.25935512010526524
2006-01-31,% WEIGHTED ILI,-0.3355635250779507
2006-01-31,%UNWEIGHTED ILI,-0.4364698824343815
2006-01-31,AGE 0-4,-0.4697956588644613
2006-01-31,AGE 5-24,-0.34750558392379644
2006-01-31,ILITOTAL,-0.4509355407236305
2006-01-31,NUM. OF PROVIDERS,0.3056545265246673
2006-01-31,OT,-0.21107434066334413
2006-02-07,% WEIGHTED ILI,-0.21387290017230387
2006-02-07,%UNWEIGHTED ILI,-0.3135742726910701
2006-02-07,AGE 0-4,-0.26317909657957045
2006-02-07,AGE 5-24,-0.3185300581595608
2006-02-07,ILITOTAL,-0.3666317428532923
2006-02-07,NUM. OF PROVIDERS,0.3542863561820749
2006-02-07,OT,-0.16926188326125674
2006-02-14,% WEIGHTED ILI,-0.16796912117704085
2006-02-14,%UNWEIGHTED ILI,-0.2098463464244095
2006-02-14,AGE 0-4,-0.14907040422677847
2006-02-14,AGE 5-24,-0.2506849246628138
2006-02-14,ILITOTAL,-0.30787455039820816
2006-02-14,NUM. OF PROVIDERS,0.3076808527603926
2006-02-14,OT,-0.17344006965996014
2006-02-21,% WEIGHTED ILI,0.1405456489722793
2006-02-21,%UNWEIGHTED ILI,0.10188483222100687
2006-02-21,AGE 0-4,-0.2274907812758166
2006-02-21,AGE 5-24,-0.363524573777195
2006-02-21,ILITOTAL,-0.3647435154965127
2006-02-21,NUM. OF PROVIDERS,0.33604942006054705
2006-02-21,OT,-0.6853247198433698
2006-02-28,% WEIGHTED ILI,0.07971255363593806
2006-02-28,%UNWEIGHTED ILI,-0.03893595023868217
2006-02-28,AGE 0-4,-0.0467012892765371
2006-02-28,AGE 5-24,-0.2245362794609425
2006-02-28,ILITOTAL,-0.21213031618973446
2006-02-28,NUM. OF PROVIDERS,0.3319967675890964
2006-02-28,OT,-0.1815516951369409
2006-03-07,% WEIGHTED ILI,0.17399611390016168
2006-03-07,%UNWEIGHTED ILI,0.12969795770095174
2006-03-07,AGE 0-4,-0.013830472549395376
2006-03-07,AGE 5-24,-0.11805711161188134
2006-03-07,ILITOTAL,-0.1463755752948199
2006-03-07,NUM. OF PROVIDERS,0.34618105123917364
2006-03-07,OT,-0.24862994288516255
2006-03-14,% WEIGHTED ILI,0.5407620954359477
2006-03-14,%UNWEIGHTED ILI,0.5895398945254182
2006-03-14,AGE 0-4,0.2805981287065741
2006-03-14,AGE 5-24,0.1707558525096873
2006-03-14,ILITOTAL,0.10620260172382172
2006-03-14,NUM. OF PROVIDERS,0.34415472500344835
2006-03-14,OT,-0.2554653859056355
2006-03-21,% WEIGHTED ILI,0.923939736779302
2006-03-21,%UNWEIGHTED ILI,0.9378512850641704
2006-03-21,AGE 0-4,0.33553935095051096
2006-03-21,AGE 5-24,0.0753486335298869
2006-03-21,ILITOTAL,0.08354387344246601
2006-03-21,NUM. OF PROVIDERS,0.2286541295671052
2006-03-21,OT,-0.5607133698435459
2006-03-28,% WEIGHTED ILI,1.0472837447821877
2006-03-28,%UNWEIGHTED ILI,1.2208570051539178
2006-03-28,AGE 0-4,0.2679193851118194
2006-03-28,AGE 5-24,-0.20663270256596766
2006-03-28,ILITOTAL,-0.0585174671058377
2006-03-28,NUM. OF PROVIDERS,0.07465333565198101
2006-03-28,OT,-0.9070614216615892
2006-04-04,% WEIGHTED ILI,0.5196672076435894
2006-04-04,%UNWEIGHTED ILI,0.4857163905079675
2006-04-04,AGE 0-4,0.11953112674357964
2006-04-04,AGE 5-24,-0.2977996007022214
2006-04-04,ILITOTAL,-0.11705251516600662
2006-04-04,NUM. OF PROVIDERS,0.3401020725319977
2006-04-04,OT,-0.5424141371538271
2006-04-11,% WEIGHTED ILI,0.28684969121711784
2006-04-11,%UNWEIGHTED ILI,0.1330605567514793
2006-04-11,AGE 0-4,-0.07769377361927073
2006-04-11,AGE 5-24,-0.23301692114803596
2006-04-11,ILITOTAL,-0.1864726385770229
2006-04-11,NUM. OF PROVIDERS,0.2934965691103153
2006-04-11,OT,-0.3372503253187495
2006-04-18,% WEIGHTED ILI,0.4510803157133004
2006-04-18,%UNWEIGHTED ILI,0.25149876775339336
2006-04-18,AGE 0-4,-0.058440866679087725
2006-04-18,AGE 5-24,-0.1171148180910932
2006-04-18,ILITOTAL,-0.17003395335329424
2006-04-18,NUM. OF PROVIDERS,0.2995755478174913
2006-04-18,OT,-0.42897375413631067
2006-04-25,% WEIGHTED ILI,0.8184490083288678
2006-04-25,%UNWEIGHTED ILI,0.634452748510371
2006-04-25,AGE 0-4,0.34633976216085754
2006-04-25,AGE 5-24,0.22116855587185344
2006-04-25,ILITOTAL,0.16085012287297373
2006-04-25,NUM. OF PROVIDERS,0.3502337037106243
2006-04-25,OT,-0.2076435076895134
2006-05-02,% WEIGHTED ILI,1.0622456401005516
2006-05-02,%UNWEIGHTED ILI,0.9729543862634756
2006-05-02,AGE 0-4,0.36794058458155066
2006-05-02,AGE 5-24,0.4482612943817981
2006-05-02,ILITOTAL,0.297691070140769
2006-05-02,NUM. OF PROVIDERS,0.30362820028894194
2006-05-02,OT,-0.285779089735559
2006-05-09,% WEIGHTED ILI,1.4333609151039508
2006-05-09,%UNWEIGHTED ILI,1.2277559809836822
2006-05-09,AGE 0-4,0.5482604934847282
2006-05-09,AGE 5-24,0.7655786375072083
2006-05-09,ILITOTAL,0.5283880242602583
2006-05-09,NUM. OF PROVIDERS,0.32794411511764576
2006-05-09,OT,-0.1708702227954857
2006-05-16,% WEIGHTED ILI,1.4973134475153786
2006-05-16,%UNWEIGHTED ILI,1.355274078310664
2006-05-16,AGE 0-4,0.566574234232707
2006-05-16,AGE 5-24,0.6885461421827769
2006-05-16,ILITOTAL,0.5099500394822923
2006-05-16,NUM. OF PROVIDERS,0.2813386116959635
2006-05-16,OT,-0.28221277163792097
2006-05-23,% WEIGHTED ILI,1.2621583894686728
2006-05-23,%UNWEIGHTED ILI,1.2747976121453255
2006-05-23,AGE 0-4,0.4956671867213014
2006-05-23,AGE 5-24,0.657686029376965
2006-05-23,ILITOTAL,0.5118382668390721
2006-05-23,NUM. OF PROVIDERS,0.2793122854602381
2006-05-23,OT,-0.2252128689058185
2006-05-30,% WEIGHTED ILI,0.9377532231483522
2006-05-30,%UNWEIGHTED ILI,0.8803829901799609
2006-05-30,AGE 0-4,0.16132402229665982
2006-05-30,AGE 5-24,0.3966707241186468
2006-05-30,ILITOTAL,0.26225903915178633
2006-05-30,NUM. OF PROVIDERS,0.214469845917028
2006-05-30,OT,-0.2637518308972063
2006-06-06,% WEIGHTED ILI,0.7172424153914765
2006-06-06,%UNWEIGHTED ILI,0.6878112001106024
2006-06-06,AGE 0-4,0.058954907346418436
2006-06-06,AGE 5-24,0.2807686210617041
2006-06-06,ILITOTAL,0.14163463271280444
2006-06-06,NUM. OF PROVIDERS,0.1739433212025216
2006-06-06,OT,-0.2857179029054525
2006-06-13,% WEIGHTED ILI,0.6464808767273806
2006-06-13,%UNWEIGHTED ILI,0.6228096406868391
2006-06-13,AGE 0-4,-0.00209089514684476
2006-06-13,AGE 5-24,0.06733913860318759
2006-06-13,ILITOTAL,0.017455915955178515
2006-06-13,NUM. OF PROVIDERS,0.07870598812343164
2006-06-13,OT,-0.4293365046290851
2006-06-20,% WEIGHTED ILI,0.2707149527164761
2006-06-20,%UNWEIGHTED ILI,0.2172211107654577
2006-06-20,AGE 0-4,-0.29276283163399797
2006-06-20,AGE 5-24,-0.10321598865946796
2006-06-20,ILITOTAL,-0.2085760058710905
2006-06-20,NUM. OF PROVIDERS,0.021968853523122736
2006-06-20,OT,-0.4715510469147298
2006-06-27,% WEIGHTED ILI,0.1064598939873298
2006-06-27,%UNWEIGHTED ILI,-0.10340748758988187
2006-06-27,AGE 0-4,-0.4735523236332775
2006-06-27,AGE 5-24,-0.2914391194369014
2006-06-27,ILITOTAL,-0.3656320930761737
2006-06-27,NUM. OF PROVIDERS,-0.03882093354863681
2006-06-27,OT,-0.4689637180987962
2006-07-04,% WEIGHTED ILI,-0.2766851683787391
2006-07-04,%UNWEIGHTED ILI,-0.29597058877280463
2006-07-04,AGE 0-4,-0.5763910216796209
2006-07-04,AGE 5-24,-0.4575183524758132
2006-07-04,ILITOTAL,-0.4978080080507487
2006-07-04,NUM. OF PROVIDERS,-0.07732113202741786
2006-07-04,OT,-0.5754812483385447
2006-07-11,% WEIGHTED ILI,-0.22093439349893515
2006-07-11,%UNWEIGHTED ILI,-0.3017139427066514
2006-07-11,AGE 0-4,-0.5839043512172533
2006-07-11,AGE 5-24,-0.4532780316322665
2006-07-11,ILITOTAL,-0.5076934336244774
2006-07-11,NUM. OF PROVIDERS,-0.16647948639933186
2006-07-11,OT,-0.5963372164291437
2006-07-18,% WEIGHTED ILI,-0.4764594570933969
2006-07-18,%UNWEIGHTED ILI,-0.4663422739995329
2006-07-18,AGE 0-4,-0.6646726437468016
2006-07-18,AGE 5-24,-0.5234788989309839
2006-07-18,ILITOTAL,-0.5843332498702394
2006-07-18,NUM. OF PROVIDERS,-0.2353745784139927
2006-07-18,OT,-0.6012671267405846
2006-07-25,% WEIGHTED ILI,-0.5384653956120161
2006-07-25,%UNWEIGHTED ILI,-0.5620242914269468
2006-07-25,AGE 0-4,-0.7139788688375142
2006-07-25,AGE 5-24,-0.5557524520179781
2006-07-25,ILITOTAL,-0.6380921934397303
2006-07-25,NUM. OF PROVIDERS,-0.34479619514315984
2006-07-25,OT,-0.6390368828677759
2006-08-01,% WEIGHTED ILI,-0.6150992949318227
2006-08-01,%UNWEIGHTED ILI,-0.6435859995080756
2006-08-01,AGE 0-4,-0.7999125754241846
2006-08-01,AGE 5-24,-0.6129967834058583
2006-08-01,ILITOTAL,-0.7067348114685432
2006-08-01,NUM. OF PROVIDERS,-0.41166496092209537
2006-08-01,OT,-0.7705973085725564
2006-08-08,% WEIGHTED ILI,-0.5757357456266229
2006-08-08,%UNWEIGHTED ILI,-0.6473647962188621
2006-08-08,AGE 0-4,-0.8243308964214899
2006-08-08,AGE 5-24,-0.6337272408631976
2006-08-08,ILITOTAL,-0.7308374783168481
2006-08-08,NUM. OF PROVIDERS,-0.5372971875370651
2006-08-08,OT,-0.8625917076377322
2006-08-15,% WEIGHTED ILI,-0.6625595345669003
2006-08-15,%UNWEIGHTED ILI,-0.7417373984604505
2006-08-15,AGE 0-4,-0.8722283722238964
2006-08-15,AGE 5-24,-0.6794284766214229
2006-08-15,ILITOTAL,-0.7772656568541358
2006-08-15,NUM. OF PROVIDERS,-0.6021396270802752
2006-08-15,OT,-0.9116766568467678
2006-08-22,% WEIGHTED ILI,-0.667893527622968
2006-08-22,%UNWEIGHTED ILI,-0.7360053400789699
2006-08-22,AGE 0-4,-0.8975858594134057
2006-08-22,AGE 5-24,-0.6973320535163979
2006-08-22,ILITOTAL,-0.7993690241482034
2006-08-22,NUM. OF PROVIDERS,-0.8047722506528071
2006-08-22,OT,-1.0219353246987444
2006-08-29,% WEIGHTED ILI,-0.6402062837768898
2006-08-29,%UNWEIGHTED ILI,-0.6734245044161288
2006-08-29,AGE 0-4,-0.9158996001613848
2006-08-29,AGE 5-24,-0.728663313082604
2006-08-29,ILITOTAL,-0.8199173806778642
2006-08-29,NUM. OF PROVIDERS,-0.995246916810987
